PartnerGroup,SiteID,SiteName,Latitude,Longitude,ElevationMeters,State,SpeciesID,Genus,Species,SpeciesDesc,Kingdom,SpeciesType,SpeciesCategory,USDASymbol,ITISNumber,PhenophaseID,PhenophaseCategory,PhenophaseDesc,First_Yes_Sample_Size,First_Yes_Year,FirstYes,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,NumLastNo,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Last_Yes_Year,LastYes,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,NumFirstNo,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,471,Leaves,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,55,2458174,-9999,-9999,55,55,55,5,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,484,Leaves,Young leaves (tree/shrub),1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,1,'141898',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,500,Flowers,Flowers or flower buds,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,74,2458193,-9999,-9999,74,74,74,7,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,501,Flowers,Open flowers,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,502,Flowers,Pollen release (flowers),1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,516,Fruits,Fruits,1,2018,135,2458254,-9999,-9999,135,135,135,19,-9999,-9999,1,2018,135,2458254,-9999,-9999,135,135,135,24,-9999,-9999,1,'141898',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,371,Leaves,Breaking leaf buds,1,2018,74,2458193,-9999,-9999,74,74,74,13,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,1,'141902',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,467,Leaves,Increasing leaf size,1,2018,74,2458193,-9999,-9999,74,74,74,13,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,1,'141902',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,471,Leaves,Falling leaves,1,2018,282,2458401,-9999,-9999,282,282,282,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,483,Leaves,Leaves,1,2018,74,2458193,-9999,-9999,74,74,74,13,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,498,Leaves,Colored leaves,1,2018,282,2458401,-9999,-9999,282,282,282,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,1,2018,159,2458278,-9999,-9999,159,159,159,24,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,501,Flowers,Open flowers,1,2018,159,2458278,-9999,-9999,159,159,159,24,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,'141902',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,371,Leaves,Breaking leaf buds,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,60,2458179,-9999,-9999,60,60,60,1,-9999,-9999,1,'148387',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,467,Leaves,Increasing leaf size,1,2018,159,2458278,-9999,-9999,159,159,159,24,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,1,'148387',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,471,Leaves,Falling leaves,1,2018,282,2458401,-9999,-9999,282,282,282,26,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,500,Flowers,Flowers or flower buds,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,1,2018,308,2458427,-9999,-9999,308,308,308,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,501,Flowers,Open flowers,1,2018,282,2458401,-9999,-9999,282,282,282,21,-9999,-9999,1,2018,308,2458427,-9999,-9999,308,308,308,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,502,Flowers,Pollen release (flowers),1,2018,282,2458401,-9999,-9999,282,282,282,21,-9999,-9999,1,2018,282,2458401,-9999,-9999,282,282,282,26,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,516,Fruits,Fruits,1,2018,308,2458427,-9999,-9999,308,308,308,26,-9999,-9999,1,2018,308,2458427,-9999,-9999,308,308,308,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,371,Leaves,Breaking leaf buds,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,1,'141895',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,467,Leaves,Increasing leaf size,1,2018,81,2458200,-9999,-9999,81,81,81,7,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,471,Leaves,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,45,2458164,-9999,-9999,45,45,45,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,483,Leaves,Leaves,1,2018,81,2458200,-9999,-9999,81,81,81,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,500,Flowers,Flowers or flower buds,1,2018,81,2458200,-9999,-9999,81,81,81,7,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,501,Flowers,Open flowers,1,2018,81,2458200,-9999,-9999,81,81,81,7,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,504,Fruits,Recent fruit or seed drop,1,2018,256,2458375,-9999,-9999,256,256,256,10,-9999,-9999,1,2018,256,2458375,-9999,-9999,256,256,256,5,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,516,Fruits,Fruits,1,2018,96,2458215,-9999,-9999,96,96,96,15,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,371,Leaves,Breaking leaf buds,1,2018,74,2458193,-9999,-9999,74,74,74,13,-9999,-9999,1,2018,81,2458200,-9999,-9999,81,81,81,15,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,390,Fruits,Ripe fruits,1,2018,256,2458375,-9999,-9999,256,256,256,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,467,Leaves,Increasing leaf size,1,2018,61,2458180,-9999,-9999,61,61,61,1,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,483,Leaves,Leaves,1,2018,61,2458180,-9999,-9999,61,61,61,1,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,498,Leaves,Colored leaves,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,500,Flowers,Flowers or flower buds,1,2018,116,2458235,-9999,-9999,116,116,116,20,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,501,Flowers,Open flowers,1,2018,116,2458235,-9999,-9999,116,116,116,20,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,502,Flowers,Pollen release (flowers),1,2018,116,2458235,-9999,-9999,116,116,116,20,-9999,-9999,1,2018,116,2458235,-9999,-9999,116,116,116,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,516,Fruits,Fruits,1,2018,96,2458215,-9999,-9999,96,96,96,15,-9999,-9999,1,2018,96,2458215,-9999,-9999,96,96,96,20,-9999,-9999,1,'141901',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1045,Triadica,sebifera,Chinese tallow,Plantae,Deciduous broadleaf,Invasive Plants,TRSE6,522777,467,Leaves,Increasing leaf size,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,242,2458361,-9999,-9999,242,242,242,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1045,Triadica,sebifera,Chinese tallow,Plantae,Deciduous broadleaf,Invasive Plants,TRSE6,522777,471,Leaves,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,242,2458361,-9999,-9999,242,242,242,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1045,Triadica,sebifera,Chinese tallow,Plantae,Deciduous broadleaf,Invasive Plants,TRSE6,522777,498,Leaves,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,242,2458361,-9999,-9999,242,242,242,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,371,Leaves,Breaking leaf buds,2,2018,55,2458174,0,0,55,55,55,10,0,0,2,2018,68,2458187,13,18.38477631,55,81,68,10,5,7.071067812,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,390,Fruits,Ripe fruits,1,2018,282,2458401,-9999,-9999,282,282,282,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,467,Leaves,Increasing leaf size,2,2018,55,2458174,0,0,55,55,55,10,0,0,2,2018,182,2458301,100.5,142.128463,81,282,182,20.5,5.5,7.778174593,1,'141899',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,471,Leaves,Falling leaves,1,2018,242,2458361,-9999,-9999,242,242,242,21,-9999,-9999,2,2018,308,2458427,0,0,308,308,308,19,0,0,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,483,Leaves,Leaves,1,2018,55,2458174,-9999,-9999,55,55,55,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,498,Leaves,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,308,2458427,-9999,-9999,308,308,308,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,500,Flowers,Flowers or flower buds,1,2018,61,2458180,-9999,-9999,61,61,61,1,-9999,-9999,2,2018,71,2458190,10,14.14213562,61,81,71,14,1,1.414213562,1,'141899',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,501,Flowers,Open flowers,2,2018,71,2458190,10.5,14.8492424,60,81,71,6,1,1.414213562,2,2018,81,2458200,0,0,81,81,81,15,0,0,2,"'141899,148390'",-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,504,Fruits,Recent fruit or seed drop,1,2018,261,2458380,-9999,-9999,261,261,261,19,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,516,Fruits,Fruits,2,2018,78,2458197,3.5,4.949747468,74,81,78,10,3,4.242640687,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,371,Leaves,Breaking leaf buds,1,2018,54,2458173,-9999,-9999,54,54,54,22,-9999,-9999,1,2018,54,2458173,-9999,-9999,54,54,54,28,-9999,-9999,1,'141908',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,467,Leaves,Increasing leaf size,1,2018,54,2458173,-9999,-9999,54,54,54,22,-9999,-9999,1,2018,102,2458221,-9999,-9999,102,102,102,7,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,471,Leaves,Falling leaves,1,2018,312,2458431,-9999,-9999,312,312,312,28,-9999,-9999,1,2018,312,2458431,-9999,-9999,312,312,312,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,483,Leaves,Leaves,1,2018,54,2458173,-9999,-9999,54,54,54,22,-9999,-9999,1,2018,333,2458452,-9999,-9999,333,333,333,21,-9999,-9999,1,'141908',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,498,Leaves,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2018,333,2458452,-9999,-9999,333,333,333,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,500,Flowers,Flowers or flower buds,1,2018,54,2458173,-9999,-9999,54,54,54,22,-9999,-9999,1,2018,54,2458173,-9999,-9999,54,54,54,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,501,Flowers,Open flowers,1,2018,54,2458173,-9999,-9999,54,54,54,22,-9999,-9999,1,2018,54,2458173,-9999,-9999,54,54,54,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,371,Leaves,Breaking leaf buds,1,2018,54,2458173,-9999,-9999,54,54,54,15,-9999,-9999,1,2018,82,2458201,-9999,-9999,82,82,82,5,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,390,Fruits,Ripe fruits,1,2018,54,2458173,-9999,-9999,54,54,54,15,-9999,-9999,1,2018,54,2458173,-9999,-9999,54,54,54,7,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,467,Leaves,Increasing leaf size,1,2018,54,2458173,-9999,-9999,54,54,54,15,-9999,-9999,1,2018,109,2458228,-9999,-9999,109,109,109,12,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,471,Leaves,Falling leaves,1,2018,284,2458403,-9999,-9999,284,284,284,12,-9999,-9999,1,2018,333,2458452,-9999,-9999,333,333,333,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,483,Leaves,Leaves,1,2018,54,2458173,-9999,-9999,54,54,54,15,-9999,-9999,1,2018,111,2458230,-9999,-9999,111,111,111,10,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,498,Leaves,Colored leaves,1,2018,82,2458201,-9999,-9999,82,82,82,21,-9999,-9999,1,2018,333,2458452,-9999,-9999,333,333,333,21,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,500,Flowers,Flowers or flower buds,1,2018,32,2458151,-9999,-9999,32,32,32,7,-9999,-9999,1,2018,39,2458158,-9999,-9999,39,39,39,15,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,501,Flowers,Open flowers,1,2018,32,2458151,-9999,-9999,32,32,32,7,-9999,-9999,1,2018,39,2458158,-9999,-9999,39,39,39,15,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,502,Flowers,Pollen release (flowers),1,2018,39,2458158,-9999,-9999,39,39,39,14,-9999,-9999,1,2018,111,2458230,-9999,-9999,111,111,111,10,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,516,Fruits,Fruits,1,2018,54,2458173,-9999,-9999,54,54,54,15,-9999,-9999,1,2018,54,2458173,-9999,-9999,54,54,54,7,-9999,-9999,0,'',-9999,''
